task,activity,pdf_path,error,F,O,T,E,R,C,B,name,id
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/76472.pdf,,,,,,,,,,06d28-76472
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/76574.pdf,,,,,,,,,,06d28-76574
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/THU PM Nemeth FSII TTCT_UM/76935.pdf,,1,1,0,8,2,2,0,Face,06d28-76935
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/62874.pdf,,1,1,3,3,2,1,0,Doing dougnuts In the water,0f3ce-62874
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/65435.pdf,,,,,,,,,,0f3ce-65435
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/67262.pdf,,1,1,2,0,0,0,0,Hidden cloud,0f3ce-67262
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/73981.pdf,,1,0,1,0,1,0,0,Snail shell,0f3ce-73981
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/74346.pdf,,1,0,0,0,0,0,0,six,0f3ce-74346
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/74910.pdf,,,,,,,,,,0f3ce-74910
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/74978.pdf,,1,1,0,2,0,0,0,,0f3ce-74978
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/75829.pdf,,1,1,0,2,0,0,0,Clip,0f3ce-75829
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/75911.pdf,,1,1,1,0,1,0,0,Conch shell,0f3ce-75911
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thursday Am Nemeth FSi1 203_UM/76384.pdf,,1,1,0,0,1,0,0,Hurricane,0f3ce-76384
bookletb,activity2g,../../data/ttct_figural/Mills Sunday Am E2L4 TTCT SS12/61995.pdf,,1,1,1,0,0,0,,Craddle baby,11339-61995
bookletb,activity2g,../../data/ttct_figural/Mills Sunday Am E2L4 TTCT SS12/74679.pdf,,,,,,,,,,11339-74679
bookletb,activity2g,../../data/ttct_figural/Mills Sunday Am E2L4 TTCT SS12/75589.pdf,,1,0,0,0,0,0,0,,11339-75589
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/61601.pdf,,1,1,0,2,0,0,0,Emergence,124a7-61601
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/6456.pdf,,1,0,,,,,,Snail,124a7-6456
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/66412.pdf,,1,1,0,3,0,1,0,Dog,124a7-66412
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/69433.pdf,,1,1,0,0,0,1,0,,124a7-69433
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/708985.pdf,,1,0,0,5,0,1,0,Snail,124a7-708985
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/71246.pdf,,,,,,,,,,124a7-71246
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/71558.pdf,,,,,,,,,,124a7-71558
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/73534.pdf,,,,,,,,,,124a7-73534
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/74768.pdf,,1,0,0,0,1,0,0,,124a7-74768
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/75406.pdf,,1,1,0,0,1,0,0,,124a7-75406
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/75589.pdf,,1,0,0,0,0,0,0,,124a7-75589
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/Thu AM McMammon FS11 213_UM/75925.pdf,,1,1,0,0,0,0,0,The crossant,124a7-75925
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills FSII TTCT/51096.pdf,,,,,,,,,,16713-51096
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills FSII TTCT/66934.pdf,,1,1,0,4,1,1,,Cherry,16713-66934
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills FSII TTCT/68310.pdf,,1,1,0,1,1,0,,Moon,16713-68310
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills FSII TTCT/69730.pdf,,1,1,1,0,2,0,,Chocolate swirl,16713-69730
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills FSII TTCT/73627.pdf,,1,1,0,0,2,0,,Listen,16713-73627
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills FSII TTCT/74929.pdf,,,,,,,,,Big nose man,16713-74929
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills FSII TTCT/75038.pdf,,,,,,,,,,16713-75038
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills FSII TTCT/75903.pdf,,,,,,,,,Gargamel,16713-75903
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills FSII TTCT/76259.pdf,,1,1,1,0,2,0,,Boxing glove,16713-76259
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/1101.pdf,,,,,,,,,,1a0c5-1101
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/1246.pdf,,1,1,2,4,2,2,,What a nose,1a0c5-1246
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/1426.pdf,,,,,,,,,,1a0c5-1426
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/1495.pdf,,1,1,1,5,2,2,,Dumbo,1a0c5-1495
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/1581.pdf,,,,,,,,,,1a0c5-1581
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/1792.pdf,,1,1,2,0,0,0,,Mending a heart,1a0c5-1792
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/2441.pdf,,1,1,0,0,0,0,,Hook,1a0c5-2441
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/2558.pdf,,,,,,,,,,1a0c5-2558
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/2761.pdf,,1,1,0,0,0,0,,Half moon,1a0c5-2761
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/2841.pdf,,,,,,,,,Good to go,1a0c5-2841
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/8225.pdf,,,,,,,,,,1a0c5-8225
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/9569.pdf,,1,1,2,0,0,0,,Butterfly in a cacoon,1a0c5-9569
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L1/9812.pdf,,,,,,,,,,1a0c5-9812
bookletb,activity2g,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/62407.pdf,,1,1,0,0,0,0,,Peanut,30e2f-62407
bookletb,activity2g,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/66530.pdf,,1,1,1,0,2,0,,Cinnamon roll,30e2f-66530
bookletb,activity2g,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/71234.pdf,,,,,,,,,Six,30e2f-71234
bookletb,activity2g,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/71749.pdf,,1,1,0,0,1,0,,Shoe,30e2f-71749
bookletb,activity2g,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/74171.pdf,,1,1,0,0,2,2,,,30e2f-74171
bookletb,activity2g,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/74411.pdf,,1,1,2,0,2,0,,The eye of the storm,30e2f-74411
bookletb,activity2g,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/74432.pdf,,1,1,0,0,2,0,,Swirl,30e2f-74432
bookletb,activity2g,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/75615.pdf,,,,,,,,,Maze,30e2f-75615
bookletb,activity2g,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/75788.pdf,,1,1,1,0,1,0,,Circle with a twist,30e2f-75788
bookletb,activity2g,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/76346.pdf,,,,,,,,,,30e2f-76346
bookletb,activity2g,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/76440.pdf,,1,1,1,0,2,2,,Bunny rabbit,30e2f-76440
bookletb,activity2g,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/76767.pdf,,,,,,,,,,30e2f-76767
bookletb,activity2g,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/76888.pdf,,,,,,,,,,30e2f-76888
bookletb,activity2g,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/76948.pdf,,,,,,,,,,30e2f-76948
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/0312.pdf,,1,0,0,7,2,1,,Nose,3b845-0312
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/0510.pdf,,,,,,,,,,3b845-0510
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/1629.pdf,,,,,,,,,,3b845-1629
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/1724.pdf,,1,0,0,1,1,0,,,3b845-1724
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/3423.pdf,,,,,,,,,,3b845-3423
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/3676.pdf,,,,,,,,,,3b845-3676
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/3834.pdf,,,,,,,,,,3b845-3834
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/5088.pdf,,1,1,0,2,0,1,,Tummbling,3b845-5088
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/5383.pdf,,,,,,,,,,3b845-5383
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/6051.pdf,,,,,,,,,,3b845-6051
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/6799.pdf,,,,,,,,,,3b845-6799
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/7801.pdf,,1,0,0,7,1,0,,Snake,3b845-7801
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/9055.pdf,,1,1,1,2,1,1,,Hurricane eye,3b845-9055
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/k118.pdf,,1,0,0,10,1,0,,,3b845-k118
bookletb,activity2g,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/079811.pdf,,1,0,1,0,1,0,,Cinnamon roll,499e0-079811
bookletb,activity2g,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/080111.pdf,,1,0,0,0,2,1,,Number six,499e0-080111
bookletb,activity2g,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/64533.pdf,,1,1,0,0,1,1,,Lonely millipede,499e0-64533
bookletb,activity2g,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/71277.pdf,,1,1,0,0,1,1,,Headphones,499e0-71277
bookletb,activity2g,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/71369.pdf,,1,1,0,0,1,1,,fetus,499e0-71369
bookletb,activity2g,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/75273.pdf,,1,1,0,0,1,1,,The pea,499e0-75273
bookletb,activity2g,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/75689.pdf,,1,0,0,0,2,0,,,499e0-75689
bookletb,activity2g,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/78555.pdf,,1,1,0,0,2,0,,,499e0-78555
bookletb,activity2g,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/78780.pdf,,1,1,1,0,1,1,,Super gosh,499e0-78780
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/52578.pdf,,,,,,,,,,4d7be-52578
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/75197.pdf,,1,1,0,0,1,1,,The bunny head,4d7be-75197
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/75262.pdf,,1,1,1,0,1,1,,Inside a soldier crab,4d7be-75262
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/76063.pdf,,1,1,0,0,1,1,,Cashew or an embryo,4d7be-76063
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/77532.pdf,,1,1,0,0,1,1,,Wilks,4d7be-77532
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/77650.pdf,,1,0,0,0,2,1,,Wind,4d7be-77650
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/77814.pdf,,1,1,0,0,1,1,,Treble clef,4d7be-77814
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/78213.pdf,,1,0,0,0,2,1,,Number 6,4d7be-78213
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/78250.pdf,,1,1,1,0,1,1,,The beginning,4d7be-78250
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/78281.pdf,,1,0,0,0,1,1,,Snail,4d7be-78281
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/78658.pdf,,1,1,0,0,1,1,,Big boot,4d7be-78658
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/79631.pdf,,1,0,0,0,1,1,,Snail,4d7be-79631
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/Redacted-AG-11.16.12B.pdf,,1,1,1,0,1,1,,Call me now!,4d7be-Redacted-AG-11.16.12B
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/Redacted-CS-11.16.12B.pdf,,1,0,0,0,1,1,,Magic ????,4d7be-Redacted-CS-11.16.12B
bookletb,activity2g,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/Redacted-CSM-11.16.12B.pdf,,1,1,0,0,1,1,,Gucci,4d7be-Redacted-CSM-11.16.12B
bookletb,activity2g,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/66910.pdf,,,,,,,,,,4ecff-66910
bookletb,activity2g,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/67081.pdf,,1,1,1,0,2,1,,Conch cell thatg  went missing,4ecff-67081
bookletb,activity2g,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/70689.pdf,,1,0,1,0,2,1,,The earring,4ecff-70689
bookletb,activity2g,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/70737.pdf,,1,0,1,0,1,1,,The twinning fate,4ecff-70737
bookletb,activity2g,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/72516.pdf,,1,0,1,0,2,1,,The umbilical cord,4ecff-72516
bookletb,activity2g,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/73110.pdf,,1,0,0,0,2,2,,Swirl,4ecff-73110
bookletb,activity2g,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/73297.pdf,,1,1,1,0,1,1,,The whistle,4ecff-73297
bookletb,activity2g,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/73737.pdf,,1,1,0,4,1,1,,Squid word,4ecff-73737
bookletb,activity2g,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/76355.pdf,,1,0,0,0,1,0,,Big nose,4ecff-76355
bookletb,activity2g,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/77978.pdf,,1,1,1,0,1,1,,Upside down comma,4ecff-77978
bookletb,activity2g,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/79033.pdf,,1,1,1,0,1,1,,Dude,4ecff-79033
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/0740.pdf,,1,0,0,3,1,1,,Snake,50984-0740
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/1482.pdf,,,,,,,,,,50984-1482
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/1565.pdf,,1,1,0,0,0,0,,Wind,50984-1565
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/1621.pdf,,,,,,,,,,50984-1621
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/2414.pdf,,,,,,,,,,50984-2414
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/2866-unmarked scoresheet.pdf,,,,,,,,,,50984-2866-unmarked scoresheet
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/3285.pdf,,1,1,1,1,0,1,,A neck pillow,50984-3285
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/3677.pdf,,1,1,1,0,0,0,,Shrimp coctail,50984-3677
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/3780.pdf,,,,,,,,,,50984-3780
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/3913.pdf,,1,1,1,0,0,0,,Thema's 6th birthday,50984-3913
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/4180.pdf,,,,,,,,,,50984-4180
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/4360.pdf,,1,1,0,1,0,0,,Pear,50984-4360
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/4653.pdf,,,,,,,,,,50984-4653
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/4865.pdf,,,,,,,,,,50984-4865
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/7703.pdf,,,,,,,,,,50984-7703
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/8251.pdf,,,,,,,,,,50984-8251
bookletb,activity2g,../../data/ttct_figural/Sunday AM Mills TTCT Post Fall12/78470.pdf,,1,1,0,0,1,1,,Lollipop,5df6c-78470
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/07576.pdf,,,,,,,,,,6678b-07576
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/41315.pdf,,,,,,,,,,6678b-41315
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/63435.pdf,,1,1,1,0,0,0,,Caneel bay,6678b-63435
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/75211.pdf,,,,,,,,,,6678b-75211
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/75288.pdf,,1,1,0,0,0,0,,Worm,6678b-75288
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/75417.pdf,,1,0,0,0,0,0,,,6678b-75417
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/76327.pdf,,1,1,0,0,0,0,,Sun,6678b-76327
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/76853.pdf,,1,0,1,2,0,1,,Angry wind,6678b-76853
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/77577.pdf,,1,1,1,0,0,0,,Le swirl,6678b-77577
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/77589.pdf,,,,,,,,,swirls,6678b-77589
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/77637.pdf,,1,1,0,0,0,0,,Croissant,6678b-77637
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/77751.pdf,,1,1,0,0,0,0,,Bean,6678b-77751
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/78282.pdf,,1,1,1,0,0,0,,Hurricane eye,6678b-78282
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/78380.pdf,,,,,,,,,,6678b-78380
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/78388.pdf,,1,1,0,0,0,0,,Mushroom,6678b-78388
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/78781.pdf,,1,1,2,0,0,0,,Beware of tsunamis,6678b-78781
bookletb,activity2g,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/80537.pdf,,,,,,,,,Twirling circle,6678b-80537
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/66091.pdf,,1,0,0,0,1,0,0,Six',67682-66091
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/66158.pdf,,,,,,,,,,67682-66158
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/71024.pdf,,1,0,1,2,1,0,0,The number 6,67682-71024
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/71559.pdf,,,,,,,,,,67682-71559
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/72978.pdf,,1,0,0,0,1,0,0,,67682-72978
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/73331.pdf,,,,,,,,,,67682-73331
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74052.pdf,,1,1,3,4,0,2,0,Unique,67682-74052
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74221.pdf,,,,,,,,,,67682-74221
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74311.pdf,,1,0,0,2,0,1,0,,67682-74311
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74317.pdf,,1,0,0,0,1,0,0,Six',67682-74317
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74664.pdf,,1,0,3,1,2,2,0,Sleeper,67682-74664
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74915.pdf,,1,1,1,3,0,1,0,Ying Yang,67682-74915
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/75453.pdf,,1,1,0,0,0,0,0,,67682-75453
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/75830.pdf,,1,0,2,0,1,0,0,The number 6,67682-75830
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/76049.pdf,,1,1,3,6,0,2,0,Halloween meets xmas,67682-76049
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/76895.pdf,,1,1,0,1,0,0,0,Baby,67682-76895
bookletb,activity2g,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/77017.pdf,,1,0,0,0,1,0,0,Six,67682-77017
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0500.pdf,,1,0,0,0,0,0,,Sign,6a8fe-0500
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0647.pdf,,1,1,2,4,0,1,,The value of art today,6a8fe-0647
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0772.pdf,,,,,,,,,,6a8fe-0772
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0773.pdf,,,,,,,,,,6a8fe-0773
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0830.pdf,,,,,,,,,,6a8fe-0830
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0993.pdf,,1,1,1,0,0,0,,Fortune cookie,6a8fe-0993
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/1225.pdf,,1,1,1,2,0,0,,Cinnamon roll,6a8fe-1225
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/1293.pdf,,1,0,0,0,0,0,,,6a8fe-1293
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/1938.pdf,,1,0,0,9,2,2,,Face,6a8fe-1938
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/2166.pdf,,,,,,,,,,6a8fe-2166
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/2597.pdf,,1,0,0,2,1,1,,Snake,6a8fe-2597
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/3380.pdf,,,,,,,,,,6a8fe-3380
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/7289.pdf,,1,1,1,0,1,1,,Treble clef,6a8fe-7289
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/7290.pdf,,1,1,0,2,0,0,,Hat,6a8fe-7290
bookletb,activity2g,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/9656.pdf,,1,0,3,0,0,1,,The one and only,6a8fe-9656
bookletb,activity2g,../../data/ttct_figural/Mills Am 213 Sunday TTCT/57179.pdf,,1,1,3,0,2,1,,Treasures of the beach,7cbb2-57179
bookletb,activity2g,../../data/ttct_figural/Mills Am 213 Sunday TTCT/68472.pdf,,1,1,0,0,0,0,,,7cbb2-68472
bookletb,activity2g,../../data/ttct_figural/Mills Am 213 Sunday TTCT/68528.pdf,,1,1,2,1,2,2,,I see you down there,7cbb2-68528
bookletb,activity2g,../../data/ttct_figural/Mills Am 213 Sunday TTCT/68617.pdf,,1,1,3,0,2,1,,the maze of life,7cbb2-68617
bookletb,activity2g,../../data/ttct_figural/Mills Am 213 Sunday TTCT/70449.pdf,,,,,,,,,,7cbb2-70449
bookletb,activity2g,../../data/ttct_figural/Mills Am 213 Sunday TTCT/73113.pdf,,1,1,1,0,2,0,,Cursive arrow,7cbb2-73113
bookletb,activity2g,../../data/ttct_figural/Mills Am 213 Sunday TTCT/74688.pdf,,,,,,,,,,7cbb2-74688
